"","SITE","COUNTRY","YEAR","G1_YA","G2_YA","L1_YA","L2_YA","WEED_YA","HARV_YA"
"66",33,"Sweden_c",2004,1.49971549921667,0.42574356185,1.86282053051667,0.344187913966667,0.145535486016667,4.2780029915
"67",33,"Sweden_c",2005,0.7654891041,0.799394858233333,1.25855567446667,0.221686594311111,0.0404656463222222,3.08559187741111
"68",33,"Sweden_c",2006,0.22314244775,1.09191474958333,1.01571224325,0.1392379382,0.0227219022833333,2.49272928088333
"69",34,"Switzerland",2003,NA,NA,NA,NA,NA,2.75376427237273
"70",34,"Switzerland",2004,NA,NA,NA,NA,NA,2.71726902358485
"71",34,"Switzerland",2005,NA,NA,NA,NA,NA,2.41396700335758
"72",35,"Wales_a",2003,0.344311042431818,0.237748987085227,1.16880581509091,0.443153775,0.159681187846591,2.3537008073125
"73",35,"Wales_a",2004,0.294437600943182,0.986112194767045,0.882588256306818,0.490482377744318,0.169075586079545,2.82269601579545
"74",35,"Wales_a",2005,0.0590153512840909,1.22525089836364,0.216221980573864,0.0887357934545455,0.191004320329545,1.78022834402841
"75",35,"Wales_a",2006,0.0483241711420455,1.03527016051136,0.102934304693182,0.0484252633806818,0.210776535005682,1.44573043464205
"76",36,"Wales_b",2004,0.6529846475625,0.47019317728125,0.390043630390625,0.350334873453125,0.433897360526042,2.29745368880208
"77",36,"Wales_b",2005,0.686645808125,1.62605129658333,0.2130017786875,0.464384428340278,0.391554049298611,3.38163736095139
"78",36,"Wales_b",2006,0.15553809378125,1.32327192140625,0.0947263596354167,0.346175484546875,0.316479903302083,2.23619176266667
"79",40,"Slovenia",2006,1.1306156519386,0.240679312320175,1.10397208236842,0.316115414092105,0.134255757662281,2.92563821833772
"80",40,"Slovenia",2007,NA,NA,NA,NA,NA,2.31691615042544
"81",43,"Ireland_b",2006,0.275670981973214,0.372289036678571,0.480517687122024,0.0258907245535714,0.127988731178571,1.28235716146726
"82",43,"Ireland_b",2007,0.332319463345238,0.544539975925595,0.327770728982143,0.014659675375,0.234353927011905,1.45364377047917
"83",44,"Ireland_c",2006,0.259896458479167,0.522098904357143,0.273892869244048,0.0082303634375,0.181023402863095,1.24514199829167
"84",44,"Ireland_c",2007,0.396772137857143,0.821963019928571,0.259454135916667,0.00488813835119048,0.242997107934524,1.72607453988988
"85",45,"Ireland_d",2010,NA,NA,NA,NA,NA,1.982029975825
"86",45,"Ireland_d",2011,NA,NA,NA,NA,NA,2.2471757000375
"87",46,"Ireland_e",2007,NA,NA,NA,NA,NA,3.26536607142857
"88",46,"Ireland_e",2008,NA,NA,NA,NA,NA,5.35547767857143
"89",46,"Ireland_e",2009,NA,NA,NA,NA,NA,3.6331875
"90",52,"Canada",2005,NA,NA,NA,NA,NA,NA
"91",52,"Canada",2006,1.29586224196875,0.83843979021875,0.266648573614583,0.0912784378020833,0.650755531958333,3.14298457551042
"92",52,"Canada",2007,0.978437776447917,1.08707686639583,0.00537742833333333,0.00446586946875,0.61930054425,2.69465848485417
